StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q50,Q1,Q1_3_TEXT,Q2,Q2_7_TEXT,Q3,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q39,Q23,Q24,Q25,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q23,Q24,Q25,Q26,Q27,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q31,Q32,Q33,Q33_5_TEXT,Q34,Q35,Q36,Q38,Random ID
2023-05-13 17:16:41,2023-05-14 20:52:07,IP Address,100,99325,TRUE,2023-05-14 20:52:07,R_u2r0FuM7QP9nwgF,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Wisconsin Milwaukee ,More than full courseload,More than full courseload,2.2 - 2.79,12 months or less,At least once a week,At least once a month,At least once a month,At least once a month,At least once a week,At least once a week,Yes,Yes,No,No,No,Yes,No,Yes,30,0,2,40,12,12,3,15,9,0,4,0,4,0,Often,Often,Often,Often,Often,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,,personal relations ,personal planner,Other (please specify),not sure ,im not sure ,I fully intend to,Very confident,I strongly feel like I belong,14718824
2023-05-11 9:06:19,2023-05-11 9:08:17,IP Address,64,118,FALSE,2023-05-18 9:08:19,R_2c2aTh9yX0eldNg,anonymous,EN,I agree and consent,Woman,,"Asian,Hispanic or Latino",,18-24,University of Wisconsin - Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,Yes,No,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52669876
2023-05-11 9:35:01,2023-05-11 9:39:06,IP Address,64,245,FALSE,2023-05-18 9:39:09,R_3CU10DaFjN4wcc9,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,Never,Never,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9593859
2023-05-11 9:37:56,2023-05-11 10:17:57,IP Address,15,2401,FALSE,2023-05-18 10:18:03,R_3kokFiOQN7x3dbL,anonymous,EN,I agree and consent,Woman,,Asian,,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8373238
2023-05-11 10:26:52,2023-05-11 10:27:18,IP Address,15,25,FALSE,2023-05-18 10:27:20,R_1mWQufxJJ7zjCWU,anonymous,EN,I agree and consent,Man,,Another race/ethnicity not listed here (please specify),Asian Indian,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93024177
2023-05-11 13:42:01,2023-05-11 13:43:39,IP Address,64,98,FALSE,2023-05-18 13:43:40,R_2zzS0a3M5Ak5Tvm,anonymous,EN,I agree and consent,Man,,White,,18-24,UW Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,Never,Never,Never,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82092013
2023-05-11 16:53:14,2023-05-11 16:55:14,IP Address,64,120,FALSE,2023-05-18 16:55:17,R_dniJbmeoJpjZrYB,anonymous,EN,I agree and consent,Woman,,White,,18-24,University of Wisconsin- Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80220786
2023-05-11 19:17:53,2023-05-11 19:20:00,IP Address,64,126,FALSE,2023-05-18 19:20:03,R_2wNPlCbCAc2p3xU,anonymous,EN,I agree and consent,Man,,White,,18-24,UW Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41456719
2023-05-14 10:23:55,2023-05-14 10:25:51,IP Address,64,115,FALSE,2023-05-21 10:25:54,R_2fg0oKlerKsdwFa,anonymous,EN,I agree and consent,Man,,Another race/ethnicity not listed here (please specify),Middle Eastern,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,At least once in the semester,At least once in the semester,Never,At least once in the semester,Never,Never,No,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95261806
2023-05-14 14:05:45,2023-05-14 14:06:08,IP Address,28,23,FALSE,2023-05-21 14:06:11,R_sXTRNV9J17iJ0EV,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30770073
2023-05-14 19:59:19,2023-05-14 20:01:46,IP Address,92,147,FALSE,2023-05-21 20:01:50,R_3edYFxUdGOd24Jo,anonymous,EN,I agree and consent,Man,,White,,18-24,,More than full courseload,More than full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once a week,At least once a month,At least once a week,At least once a week,No,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,Often,Often,Often,Often,Often,,,,,,,,,,,,,,,,,,,,,,37999614
2023-05-17 10:34:29,2023-05-17 10:35:21,IP Address,15,52,FALSE,2023-05-24 10:35:41,R_33jAhAt3qkhVoPR,anonymous,EN,I agree and consent,Man,,Hispanic or Latino,,18-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70293952
2023-12-14 10:56:06,2023-12-14 11:04:25,IP Address,100,499,TRUE,2023-12-14 11:04:26,R_1S0Qo4xs9vS757U,anonymous,EN,I agree and consent,Man,,Asian,,18-24,,Full courseload,Full courseload,3.3 - 4.0,12 months or less,At least once a week,At least once a week,Never,At least once in the semester,Never,At least once in the semester,No,Yes,No,No,No,No,No,No,15,0,0,49,10,10,1,3,10,0,10,0,0,0,Sometimes,Occasionally,Sometimes,Sometimes,Sometimes,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Household Responsibilities, Sleeping ,Exercise",I spend less time on those activities and more time on the homework,To pursue other interests,,"Manufacturing, IST, Electrician, or other things that might have to do with technology",I intend not to,Mostly confident,I mostly feel like I belong,69222510
2023-12-14 11:04:41,2023-12-14 11:09:03,IP Address,100,261,TRUE,2023-12-14 11:09:04,R_6QG3sZKqQeuvTCk,anonymous,EN,I agree and consent,Man,,Asian,,18-24,,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,Never,Never,At least once in the semester,Never,No,No,No,No,No,,No,No,15,0,5,49,10,10,1,5,10,5,25,0,0,0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,"Exercise, Sleeping, Household Responsibilities",By spending less time on those activities,To pursue other interests,,"I would probably learn a trade, like carpenter, electrician, or manufacturing ",I intend not to,Mostly confident,I mostly feel like I belong,31721597
2023-12-14 11:40:25,2023-12-14 11:51:11,IP Address,100,645,TRUE,2023-12-14 11:51:12,R_3zsZirs76B9lEDD,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,At least once a month,At least once a week,At least once in the semester,At least once a month,At least once a month,At least once a week,No,Yes,Yes,No,No,No,Yes,Yes,15,20,5,45,10,0.5,2,12,4,0,2,0,1,0,Often,Occasionally,Often,Often,Often,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,work,"can't not work, need money to live",Financial challenges,,Be one of those electricians who climb radio towers.,I fully intend to,Mostly confident,I feel somewhat like I belong,33643353
2023-12-14 14:22:11,2023-12-14 14:44:15,IP Address,100,1323,TRUE,2023-12-14 14:44:15,R_6YMD70RV5XlssCd,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,More than full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,At least once a month,At least once in the semester,At least once a month,Never,At least once a week,Yes,Yes,No,No,No,No,No,No,38,16,4,53,18,0,2,6,12,0,5,0,0,12,Never,Never,Sometimes,Occasionally,Occasionally,Can't recall such a conflict,Reduced time on the activity,Reduced time on schoolwork,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Found a way not to reduce time on either,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Personal Relationships and work,"I treat the days I work as if nothing else school-related can be done on them. This way I get all of my homework done by the weekend (I work Saturday and Sunday) so I don't have to worry about work taking up time I could use for school. For personal relationships, I often find myself too busy between school and work to have a meaningful amount of time to spend on personal relationships. Much of my social and personal relationships are maintained through school or seeing friends on special occasions.",Financial challenges,,I have no other plan as I love computer science and want to be a software engineer. If I was forced to leave I would just work my current customer service job full time until I found something else to do.,I fully intend to,Very confident,I strongly feel like I belong,29165371
2023-12-14 16:59:08,2023-12-14 17:30:24,IP Address,100,1876,TRUE,2023-12-14 17:30:25,R_65uTfhstcgsZI1X,anonymous,EN,I agree and consent,Man,,White,,18-24,,More than full courseload,Full courseload,3.3 - 4.0,3 years or more,Never,Never,Never,At least once in the semester,Never,At least once in the semester,No,No,Yes,No,No,No,Yes,No,60,10,10,35,10,0,10,5,10,0,5,0,0,0,Often,Often,Often,Occasionally,Often,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"household responsibilities, work","reduce time on activity, unless it affects other ppl (grocery shopping for family)",Not doing well enough academically,,kms,I fully intend to,Mostly confident,I feel somewhat like I belong,43062639
2023-12-14 17:30:28,2023-12-14 17:30:42,IP Address,100,13,TRUE,2023-12-14 17:30:43,R_66q63TXUtJeTMkx,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,At least once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107030
2023-12-14 17:30:50,2023-12-14 17:31:04,IP Address,100,13,TRUE,2023-12-14 17:31:04,R_6FQkUaUubOtXyLQ,anonymous,EN,I agree and consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79171855
2023-12-14 17:37:33,2023-12-14 17:46:25,IP Address,100,531,TRUE,2023-12-14 17:46:26,R_6TuF9QryHQROBGN,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once in the semester,At least once a week,Never,Never,Never,At least once a week,Yes,Yes,No,No,No,No,No,No,30,20,0,48,14,0,1.7,4,14,0,1,0,0,0,Often,Occasionally,Never,Often,Often,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Work ,Try to do school work at work ,To pursue other interests,,Somthing in data science so I wouldn’t have to code as much ,I fully intend to,Very confident,I mostly feel like I belong,18874002
2023-12-14 17:47:05,2023-12-14 17:49:20,IP Address,100,135,TRUE,2023-12-14 17:49:21,R_6gJNaDvMTgIQuxH,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once a week,At least once a month,At least once a month,At least once a week,At least once a month,At least once in the semester,Yes,Yes,Yes,Yes,Yes,No,No,,4,6,3,5,5,2,2,5,0,0,0,0,0,0,Often,Often,Sometimes,Occasionally,Often,Reduced time on the activity,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Reduced time on schoolwork,Found a way not to reduce time on either,Reduced time on schoolwork,Work ,Worked more other days,To pursue other interests,,Idk,I mostly intend to,Mostly confident,I strongly feel like I belong,20532122
2023-12-15 8:49:15,2023-12-15 8:57:34,IP Address,100,498,TRUE,2023-12-15 8:57:35,R_5FDmgPQE1t2z4xP,anonymous,EN,I agree and consent,Woman,,White,,18-24,UW-Milwaukee,Less than full but at least half courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,Never,At least once a week,Never,Never,Never,Never,No,No,No,No,No,No,Yes,No,35,,,56,21,,4,,,,10,,,,Occasionally,Never,Often,Often,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,"Usually chores and housework, I find it hard to do work in an unclean enviornment and I often spend more time doing that than actually doing the work. ",Usually it ends up with less time for schoolwork. ,Financial challenges,,No idea,I fully intend to,Very confident,I feel somewhat like I belong,8984897
2023-12-15 13:40:08,2023-12-15 13:50:21,IP Address,100,613,TRUE,2023-12-15 13:50:22,R_3lz6gQvjrAx2Vxd,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,Yes,No,No,No,Yes,No,No,20,21,0,35,6,2,2,4,8,0,2,0,0,0,Sometimes,Never,Often,Often,Occasionally,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Personal relationships and hobbies,once or twice a week,Not doing well enough academically,,Probably something finance or math related,I fully intend to,Mostly confident,I mostly feel like I belong,80514695
2023-12-15 15:03:04,2023-12-15 15:15:02,IP Address,100,718,TRUE,2023-12-15 15:15:03,R_5hLT3xWedFjUVHr,anonymous,EN,I agree and consent,Man,,White,,25-34,,Less than full but at least half courseload,More than full courseload,3.3 - 4.0,3 years or more,At least once in the semester,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,Yes,No,No,No,No,Yes,45,15,0,56,13,4,3,12,8,0,8,0,0,4,Sometimes,Never,Often,Often,Occasionally,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,"Hanging out with friends/family is usually the first to go, unfortunately.",I spend less time hanging out and more time on schoolwork.,To pursue other interests,,Probably a degree in Data Science.,I fully intend to,Very confident,I strongly feel like I belong,57098258
2023-12-19 16:13:59,2023-12-19 16:20:44,IP Address,100,405,TRUE,2023-12-19 16:20:45,R_6HvQGP1NLWz5L6k,anonymous,EN,I agree and consent,Man,,White,,18-24,,Full courseload,Full courseload,2.8 - 3.29,3 years or more,Never,Never,At least once in the semester,At least once in the semester,Never,Never,Yes,Yes,No,Yes,No,No,No,Yes,10,10,5,40,8,5,5,10,7,0,5,0,2,5,Never,Never,Never,Sometimes,Occasionally,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Mostly hobbies (i.e. playing video games).,I stop playing video games.,To pursue other interests,,"Mathematics, exclusively.",I fully intend to,Very confident,I strongly feel like I belong,68351335
2023-12-14 19:45:16,2023-12-14 19:47:00,IP Address,64,103,FALSE,2023-12-21 19:47:04,R_3QJC7ki3Jg8SKMO,anonymous,EN,I agree and consent,Man,,Asian,,18-24,University of Wisconsin Milwaukee,Less than full but at least half courseload,Full courseload,2.2 - 2.79,3 years or more,Never,Never,Never,Never,At least once in the semester,Never,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81946800
2023-12-15 20:36:58,2023-12-15 20:46:12,IP Address,64,553,FALSE,2023-12-22 20:46:15,R_3zx6a8hrvsq5fTz,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28631661
2023-12-24 12:42:42,2023-12-24 13:00:34,IP Address,100,1072,TRUE,2023-12-24 13:00:34,R_6xfd13AYXGTtWr7,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,At least once a month,At least once in the semester,At least once in the semester,Never,At least once a week,Yes,Yes,No,No,No,No,No,No,20,15,5,48,10,0,3,15,5,0,10,0,0,0,Sometimes,Occasionally,Often,Often,Often,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,"Exercise, personal relationships, eating/cooking, hobbies/fun, household responsibilities, sleeping",Sacrifice sleep,Not doing well enough academically,,Try to become a farmer ,I fully intend to,Very confident,I strongly feel like I belong,23620604
2023-12-24 20:03:58,2023-12-24 20:11:02,IP Address,100,424,TRUE,2023-12-24 20:11:03,R_14Vui0xHpo3XNYt,anonymous,EN,I agree and consent,Woman,,Asian,,18-24,University of Wisconsin - Milwaukee,Full courseload,Full courseload,3.3 - 4.0,More than 12 months but less than 3 years,At least once a month,At least once a week,At least once in the semester,At least once in the semester,At least once a month,At least once a week,Yes,Yes,Yes,Yes,No,No,No,No,55,8,0,56,8,4,,15,10,,10,,,2,Sometimes,Sometimes,Often,Often,Often,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,,"Sleeping. If I do not sleep, I will not study well. So I choose to sleep. ",I just choose to sleep.,To pursue other interests,,Go into public health or statistics. ,I fully intend to,Very confident,I feel somewhat like I belong,10035289
2024-03-14 12:32:34,2024-03-14 12:43:37,IP Address,100,663,TRUE,2024-03-14 12:43:38,R_1iCKhFMMRbwmhHj,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,Never,At least once in the semester,At least once in the semester,At least once a month,At least once a month,No,Yes,No,No,No,No,No,No,30,2,1,42,5,21,0,0,5,0,0,21,0,0,Occasionally,Never,Occasionally,Sometimes,Sometimes,Reduced time on schoolwork,Reduced time on the activity,Reduced time on schoolwork,Reduced time on the activity,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on the activity,"As a member of the university's track and field team, I usually spend at least 16 hours a week training so Athletics is definitely my biggest conflict.","I try to cut out other distractions, such as time on my phone so I can focus on schoolwork.",To pursue other interests,,If I left my computing program it would probably just be so I could switch to Investment Banking/Finance as that was mt second choice major.,I fully intend to,Very confident,I strongly feel like I belong,69707071
2024-03-14 13:12:44,2024-03-14 13:25:29,IP Address,100,765,TRUE,2024-03-14 13:25:30,R_1fjdsiux5Tw2xnZ,anonymous,EN,I agree and consent,Man,,Hispanic or Latino,,18-24,University of Wisconsin - Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,At least once a month,Never,Never,At least once a week,At least once a week,Yes,No,No,No,No,No,Yes,Yes,45,26,0,40,6,6,1,7,6,0,2,0,0,0,Occasionally,Sometimes,Sometimes,Often,Sometimes,Reduced time on schoolwork,Can't recall such a conflict,Found a way not to reduce time on either,Found a way not to reduce time on either,Reduced time on the activity,Can't recall such a conflict,Found a way not to reduce time on either,Found a way not to reduce time on either,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Employment,"Trying to reduce hours working, and also pushing back on sleep on nights I have work.",Financial challenges,,Engineering,I fully intend to,Mostly confident,I mostly feel like I belong,52417072
2024-03-16 22:55:16,2024-03-16 23:03:55,IP Address,100,519,TRUE,2024-03-16 23:03:56,R_5dHbmx91Z9lbVCE,anonymous,EN,I agree and consent,Man,,Asian,,18-24,,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,At least once a week,At least once a week,No,No,Yes,No,No,No,No,Yes,25,15,2,56,5,4,3.5,5,2,5,10,0,0,5,Sometimes,Occasionally,Often,Often,Often,Reduced time on schoolwork,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,"Besides sleep and eating, almost every activity conflicts with schoolwork.",I often resolve the conflict by reducing the activity time to focus on school work.,Not doing well enough academically,,"If I were to leave the computing program, I would most likely still pursue a computing degree but as a secondary degree while obtaining my CCNA certification.",I'm uncertain about my intention,Somewhat confident,I feel somewhat like I belong,59521750
2024-03-17 7:21:04,2024-03-17 7:36:22,IP Address,100,918,TRUE,2024-03-17 7:36:23,R_1zGZpWXgm1TLgZM,anonymous,EN,I agree and consent,Woman,,Asian,,18-24,University of Wisconsin Milwaukee,More than full courseload,More than full courseload,2.2 - 2.79,3 years or more,Never,Never,At least once in the semester,At least once in the semester,At least once in the semester,At least once in the semester,No,No,No,No,No,No,Yes,Yes,20,0,0,28,14,14,14,30,8,14,20,0,0,0,Often,Never,Often,Often,Often,Can't recall such a conflict,Can't recall such a conflict,Reduced time on schoolwork,Can't recall such a conflict,Found a way not to reduce time on either,Can't recall such a conflict,Reduced time on schoolwork,Reduced time on the activity,Reduced time on schoolwork,Reduced time on schoolwork,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,All the activities I do can overlap with my studies. Most of the time I prioritize school.,I just accept it.,Other (please specify),I feel like I suck at computer science.,"If I were to leave, I would keep computer science as a minor and then maybe pursue design as a major. But I'm worried about having to spend more time in university and that it'll disappoint my parents.",I'm uncertain about my intention,Not confident,I feel somewhat like I belong,85184943
2024-03-17 9:47:08,2024-03-17 9:59:20,IP Address,100,731,TRUE,2024-03-17 9:59:21,R_3h6eZKwV9zeQ12r,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin Milwaukee ,Full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,Never,At least once a week,At least once a month,At least once a month,Never,At least once a month,Yes,Yes,No,No,No,No,No,Yes,15,9,3,56,14,10,1,5,5,0,2,0,0,5,Never,Occasionally,Occasionally,Occasionally,Occasionally,Reduced time on the activity,Reduced time on the activity,Reduced time on schoolwork,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Exercise/Working out. The Gym at UWM is tiny for the student population and after 4pm it’s usually packed with people. The only good time to go is in the morning. So if I wanna work out for the day I have to prioritize it over hw in the morning.,I just think about how I can rearrange my schedule for the day to fit everything in.,To pursue other interests,,Start businesses.,I fully intend to,Very confident,I feel somewhat like I belong,49632732
2024-03-17 10:26:39,2024-03-17 10:40:46,IP Address,100,846,TRUE,2024-03-17 10:40:46,R_1LnGe1Rt0mztAb2,anonymous,EN,I agree and consent,Man,,White,,25-34,University of Wisconsin Milwaukee,More than full courseload,Full courseload,2.8 - 3.29,More than 12 months but less than 3 years,Never,Never,At least once in the semester,At least once in the semester,Never,Never,No,No,No,No,No,No,Yes,No,25,30,4,50,4,0,7,10,14,0,7,0,0,17,Never,Never,Occasionally,Often,Never,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Can't recall such a conflict,Every Friday for the past 10-15 years I game with a group of friends from around 3-10pm.,I will cancel if I have more schoolwork that week.,Financial challenges,,"I won’t be leaving, but I would probably increase my availability at work and finish personal projects while trying to get a job in the same field.",I fully intend to,Very confident,I strongly feel like I belong,28060084
2024-03-17 10:40:45,2024-03-17 10:48:52,IP Address,100,486,TRUE,2024-03-17 10:48:52,R_1dELYL1uxVtbf3p,anonymous,EN,I agree and consent,Man,,White,,18-24,University of Wisconsin-Milwaukee,Full courseload,Full courseload,3.3 - 4.0,12 months or less,Never,At least once a month,At least once in the semester,At least once in the semester,Never,At least once in the semester,No,Yes,No,No,No,No,No,No,40,0,0,49,7,0,2,20,10,0,2,0,0,38,Occasionally,Never,,Often,Sometimes,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,Reduced time on the activity,Reduced time on the activity,Found a way not to reduce time on either,Reduced time on schoolwork,Reduced time on the activity,Can't recall such a conflict,Reduced time on the activity,Can't recall such a conflict,Can't recall such a conflict,Reduced time on the activity,My girlfriend,Hang out with my girlfriend,To pursue other interests,,Engineering,I fully intend to,Very confident,I strongly feel like I belong,89014786
